id_carpeta,carpeta,delito,fecha,sintesis,juzgado,exp_jud,fecha_proceso,fecha_sentencia,municipio,id_exp_jud,tiempo_carp_proceso,tiempo_proceso_sentencia,tiempo_carp_sentencia,repeticiones,violacion,violencia_familiar,violacion_violencia
11750,CI/AGS/11750/05-20,Violencia familiar,2020-05-26,"VIOLENCIA FAMILIAR. REFIERE QUE DOS DE SUS HIJOS LA MALTRATAN Y AGREDEN VERBALMENTE, ADEMAS LA AMENAZAN DE ABUSAR DE ELLA Y MATARLA, PR2 IDENTIFICADOS. MESA 6 CJM",NA,NA,NA,NA,AGS,NA,NA,NA,NA,2,0,1,0
11750,CI/AGS/11750/05-21,Violencia familiar,2021-05-28,"VIOLENCIA FAMILIAR+ SEÑALA QUE SU CONCUBINO LA HA AGREDIDO FISICAMENTE Y DEBIDO A LOS GOLPES QUE LE PROPICIO LA NOCHE ANTERIOR, ELLA YA NO LLEGO A SU CASA, PR1 IDENTIFICADO.",NA,NA,NA,NA,AGS,NA,NA,NA,NA,2,0,1,0
11751,CI/AGS/11751/05-20,Violencia familiar,2020-05-26,"VIOLENCIA FAMILIAR. SEÑALA QUE SU CONCUBINO LA AGREDE VERBAL Y FISICAMENTE, PR1 IDENTIFCADO.",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11755,CI/AGS/11755/05-22,Violencia familiar,2022-05-18,VIOLENCIA FAMILIAR: REFIERE LA DENUNCIANTE QUE ELLA Y SU HIJO SUFRIO DE VIOLENCIA FISICA Y VERBAL POR PARTE DE SU PAREJA. P.R. 1(IDENTIFICADO).,NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11765,CI/AGS/11765/05-20,Violencia familiar,2020-05-26,"VIOLENCIA FAMILIAR- OFENDIDA ES CONSTANTEMENTE AGREDIDA VERBAL Y FISICAMENTE POR SU ESPOSO, QUIEN LA CORRIO DEL DOMICILIO FAMILIAR JUNTO CON SU MENOR HIJA. PR1 (IDENTIFICADO).",NA,NA,NA,NA,AGS,NA,NA,NA,NA,2,0,1,0
11765,CI/AGS/11765/05-22,Violencia familiar,2022-05-18,"VIOLENCIA FAMILIAR< REFIERE QUE SU PAREJA LO AGREDIO FISICAMENTE, MENCIONANDO QUE NO ES LA PRIMERA VEZ QUE LO HACE, PR1 (IDENTIFICADA).",NA,NA,NA,NA,AGS,NA,NA,NA,NA,2,0,1,0
11769,CI/AGS/11769/05-22,Violencia familiar,2022-05-18,"VIOLENCIA FAMILIAR< REFIERE QUE SU PAREJA AGREDE FISICAMENTE A SU MENORES HIJOS Y A SU PERSONA, PR1 (IDENTIFICADA).",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11770,CI/AGS/11770/05-21,Violencia familiar,2021-05-28,VIOLENCIA FAMILIAR: SEÑALA LA DENUNCIANTE QUE EL PR SU CONCUBINO LA AGREDIO FISICAMENTE Y AMENAZO CON QUITARLE A SU BEBE. P.R. 1(IDENTIFICADO).,NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11771,CI/AGS/11771/05-20,Violencia familiar,2020-05-26,VIOLENCIA FAMILIAR- OFENDIDA ES AGREDIDA VERBAL Y FISICAMENTE POR SU ESPOSO. SOLICITA MEDIDA DE PROTECCION. PR1 (DETENIDO).,NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11772,CI/AGS/11772/05-22,Violencia familiar,2022-05-18,"VIOLENCIA FAMILIAR< REFIERE QUE SU MENOR HIJO ES AGREDIDO FISICAMENTE POR SU MADRE, PR1 (IDENTIFICADA).",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11773,CI/AGS/11773/05-20,Violación,2020-05-26,"VIOLENCIA FAMILIAR- OFENDIDA ES CONSTANTEMENTE AGREDIDA VERBAL, FISICA Y SEXUALMENTE POR SU PAREJA, QUIEN INTENTO INCENDIAR EL DOMICILIO QUE COMPARTEN CON PERSONAS EN SU INTERIOR. SOLICITA MEDIDA DE PROTECCION. PR1 (DETENIDO).",NA,NA,NA,NA,AGS,NA,NA,NA,NA,2,1,1,1
11773,CI/AGS/11773/05-20,Violencia familiar,2020-05-26,"VIOLENCIA FAMILIAR- OFENDIDA ES CONSTANTEMENTE AGREDIDA VERBAL, FISICA Y SEXUALMENTE POR SU PAREJA, QUIEN INTENTO INCENDIAR EL DOMICILIO QUE COMPARTEN CON PERSONAS EN SU INTERIOR. SOLICITA MEDIDA DE PROTECCION. PR1 (DETENIDO).",NA,NA,NA,NA,AGS,NA,NA,NA,NA,2,1,1,1
11777,CI/AGS/11777/05-22,Violencia familiar,2022-05-18,"VIOLENCIA FAMILIAR< REFIERE QUE SU SOBRINO LA AGREDE FISICA Y VERBALMENTE, PR1 (IDENTIFICADO).",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11791,CI/AGS/11791/05-20,Violencia familiar,2020-05-27,VIOLENCIA FAMILIAR: SEÑALA LA DENUNCIANTE QUE SU PAREJA LA AGREDE FISICA Y VERBALMENTE DE MANERA CONSTANTE ADEMAS DE MANTENERLA ENCERRADA Y OBLIGARLA A SOSTENER RELACIONES SEXUALES. P.R. 1(IDENTIFICADO),NA,NA,NA,NA,AGS,NA,NA,NA,NA,2,0,1,0
11791,CI/AGS/11791/05-21,Violencia familiar,2021-05-28,VIOLENCIA FAMILIAR- OFENDIDA ES CONSTANTEMENTE AGREDIDA VERBAL Y FISICAMENTE POR SU ESPOSO. PR1 (IDENTIFICADO).,NA,NA,NA,NA,AGS,NA,NA,NA,NA,2,0,1,0
11792,CI/AGS/11792/05-22,Violencia familiar,2022-05-18,"VIOLENCIA FAMILIAR- LA OFENDIDA REFIERE SER VICTIMA DE AGRESIONES FISICAS Y VERBALES POR PARTE DE SU CONCUBINO DE FORMA RECURRENTE-PR1(IDENTIFICADO),",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11793,CI/AGS/11793/05-21,Violación,2021-05-28,VIOLACION- QRR.,NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,1,0,0
11795,CI/AGS/11795/05-20,Violencia familiar,2020-05-27,"VIOLENCIA FAMILIAR: LA DENUNCIANTE SEÑALA QUE SU ESPOSO LA AGREDIO VERBALMENTE Y AMENAZA, ADEMAS DE CORRERLA DE LA CASA Y QUITARLE A SUS HIJOS. P.R. 1(IDENTIFICADO)",Juz. de Oralidad del III Partido Judicial en Pab.,0273/20,2021-03-26,NA,AGS,0273,303,NA,NA,1,0,1,0
11796,CI/AGS/11796/05-21,Violación,2021-05-28,VIOLACION EQUIPARADA- QRR.,NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,1,0,0
11800,CI/AGS/11800/05-20,Violencia familiar,2020-05-27,"VIOLENCIA FAMILIAR: SEÑALA LA DENUNCIANTE QUE SU PAREJA LA AGREDIO FISICAMENTE, LA AHOGO CON UNA BOLSA AL IGUAL QUE A UNO DE SUS HIJOS ADEMAS DE AMENAZAERLOS CON MATARLOS. P.R. 1(IDENTIFICADO)",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11808,CI/AGS/11808/05-21,Violencia familiar,2021-05-28,"VIOLENCIA FAMILIAR, EL PR AGREDE FISICA Y VERBALMENTE A SU ESPOSA Y EL DIA DE LA FECHA AGREDIO A SU HIJA. PR1 (DETENIDO)",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11809,CI/AGS/11809/05-20,Violencia familiar,2020-05-27,VIOLENCIA FAMILIAR- SE RECIBE REPORTE DE SERVICIO SOCIAL DE LA CLINICA IMSS II RESPECTO A UN MENOR DE EDAD AGEDIDO FISICAMENTE POR SU PADRE. PR1 (IDENTIFICADO).,NA,NA,NA,NA,AGS,NA,NA,NA,NA,2,0,1,0
11809,CI/AGS/11809/05-21,Violencia familiar,2021-05-28,"VIOLENCIA FAMILIAR, SU ESPOSO LA A AGREDIDO MUY FUERTE. PR1 (IDENTIFICADO).",NA,NA,NA,NA,AGS,NA,NA,NA,NA,2,0,1,0
11816,CI/AGS/11816/05-22,Violencia familiar,2022-05-18,"VIOLENCIA FAMILIAR/ OFENDIDA SEÑALA QUE EN DIVERSAS OCASIONES HA SIDO VICTIMA DE AGRESIONES FISICAS Y VERBALES POR PARTE DE SU HIJO, LA ULTIMA OCASION PROVOCO DAÑOS EN SU DOMICILIO Y AMENAZO CON PRIVARLA DE LA VIDA. PR1 (DETENIDO)",Juz. de Oralidad del I Partido Judicial en Ags.,1116/22,2022-05-21,NA,AGS,1116,3,NA,NA,1,0,1,0
11822,CI/AGS/11822/05-20,Violencia familiar,2020-05-27,"VIOLENCIA FAMILIAR- SEÑALA DENUNCIANTE QUE SU MADRE Y ELLA SON CONSTANTEMENTE AGREDIDAS VERBALMENTE Y AMENAZADAS DE DAÑOS, Y EN OCASIONES AGREDIDAS FISICAMENTE POR SU HERMANO. PR1 (IDENTIFICADO).",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11823,CI/AGS/11823/05-22,Violencia familiar,2022-05-18,VIOLENCIA FAMILIAR/ DENUNCIA POR ESCRITO 18/05/2022. DENUNCIANTE REFIERE QUE SUS HIJOS SON VIOLENTADOS. PR2,NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11824,CI/AGS/11824/05-20,Violencia familiar,2020-05-27,VIOLENCIA FAMILIAR- OFENDIDA ES AGREDIDA VERBALMENTE Y AMENAZADA DE DAÑOS Y MUERTE POR PARTE DE SU PAREJA. PR1 (IDENTIFICADO).,NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11827,CI/AGS/11827/05-20,Violencia familiar,2020-05-27,VIOLENCIA FAMILIAR- OFENDIDA ES CONSTANTEMENTE AGREDIDA VERBAL Y FISICAMENTE POR UNO DE SUS HIJOS. SOLICITA MEDIDA DE PROTECCION. PR1 (IDENTIFICADO).,NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11831,CI/AGS/11831/05-22,Violencia familiar,2022-05-18,"VIOLENCIA FAMILIAR/ DENUNCIA POR LLAMADA, MENOR DE QUINCE AÑOS DE EDAD REFIERE QUE ES AGREDIDA POR SU EX PAREJA, PADRE DE SU HIJA, QUIEN LA HA AGREDIDO SEXUALMENTE, LA HUMILLA, LA OFENDE, EJERCE VIOLENCIA FISICA Y PSICOLOGICA. PR1",NA,NA,NA,NA,AGS,NA,NA,NA,NA,2,1,1,1
11831,CI/AGS/11831/05-22,Violación,2022-05-18,"VIOLENCIA FAMILIAR/ DENUNCIA POR LLAMADA, MENOR DE QUINCE AÑOS DE EDAD REFIERE QUE ES AGREDIDA POR SU EX PAREJA, PADRE DE SU HIJA, QUIEN LA HA AGREDIDO SEXUALMENTE, LA HUMILLA, LA OFENDE, EJERCE VIOLENCIA FISICA Y PSICOLOGICA. PR1",NA,NA,NA,NA,AGS,NA,NA,NA,NA,2,1,1,1
11834,CI/AGS/11834/05-22,Violencia familiar,2022-05-18,"VIOLENCIA FAMILIAR/ DENUNCIA POR LLAMADA. MENOR DE CATORCE AÑOS DE EDAD EMBARAZADA EN FASE ACTIVA DE PARTO, REFIERE SER VICTIMA DE ABUSO PSICOLOGICO POR PARTE DE SU PAREJA SENTIMIENTAL QUIEN ES MAYOR DE EDAD. PR1",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11835,CI/AGS/11835/05-22,Violencia familiar,2022-05-18,"VIOLENCIA FAMILIAR/ OFENDIDA SEÑALA QUE CONSTANTEMENTE ES VICTIMA DE AGRESIONES FISICAS Y PSICOLOGICAS POR PARTE DE SU CONCUBINO, QUIEN ES ADICTO A LAS DRGAS. LA ULTIMA AGRESION FUE EN LA FECHA REFERIDA, LA GOLPEO CON PALOS Y AMENAZO CON MATARLA. PR1 (DETENIDO)",Juz. de Oralidad del I Partido Judicial en Ags.,1123/22,2022-05-21,NA,AGS,1123,3,NA,NA,1,0,1,0
11837,CI/AGS/11837/05-20,Violencia familiar,2020-05-27,"VIOLENCIA FAMILIAR, SU ESPOSO LA AGREDE FISICAMENTE. PR1 (IDENTIFICADO).",Juz. de Oralidad del I Partido Judicial en Ags.,1569/21,2021-10-28,NA,AGS,1569,519,NA,NA,1,0,1,0
11842,CI/AGS/11842/05-22,Violencia familiar,2022-05-19,VIOLENCIA FAMILIAR/ OFENDIDA REFIERE QUE DESDE HACE OCHO AÑOS ES VICTIMA DE CONSTANTES AGRESIONES FISICAS Y VERBALES POR PARTE DE SU ESPOSO. PR1 (IDENTIFICADO),NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11845,CI/AGS/11845/05-20,Violencia familiar,2020-05-27,"VIOLENCIA FAMILIAR, DESDE HACE APROXIMADAMENTE TRES AÑOS SUFRE DE VIOLENCIA POR PARTE DE SU PAREJA.PR1 (IDENTIFICADO)",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11847,CI/AGS/11847/05-21,Violencia familiar,2021-05-29,"VIOLENCIA FAMILIAR+ REFIERE QUE SU ESPOSO LA HA MALTRATADO DURANTE TODO EL MATRIMONIO Y LA AGREDIO FISICAMENTE, PR1 DETENIDO",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11850,CI/AGS/11850/05-20,Violencia familiar,2020-05-27,"VIOLENCIA FAMILIAR, EL PR ES MUY VIOLENTO CON SU MADRE Y SUS HERMANOS. PR1 (IDENTIFICADO).",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11858,CI/AGS/11858/05-20,Violencia familiar,2020-05-28,VIOLENCIA FAMILIAR: SEÑALA LA DENUNCIANTE QUE SU PAREJA LA AGREDIO FISICAMENTE AL IGUAL QUE FAMILIARES DE ESTE ADEMAS DE AMENAZARLA CON QUITARLE A ASU HIJO. P.R. 3(IDENTIFICADOS),NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11866,CI/AGS/11866/05-21,Violencia familiar,2021-05-29,"VIOLENCIA FAMILIAR, SU HIJO LA AGREDE Y LE ROBA CONSTANTEMENTE. PR1 (IDENTIFICADO)",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11869,CI/AGS/11869/05-22,Violencia familiar,2022-05-19,"VIOLENCIA FAMILIAR: REFIERE QUE SUS HERMANOS LAS AGREDEN, OFENDEN Y AMENAZAN CONSANTEMENTE. P.R. 2(IDENTIFICADOS)",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11873,CI/AGS/11873/05-22,Violencia familiar,2022-05-19,VIOLENCIA FAMILIAR: LA DENUNCIANTE SEÑALA QUE SU CONCUBINO LA AGREDIO FISICAMENTE E INSULTA CONSTANTEMENTE. P.R. 1(IDENTIFICADO).,NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11884,CI/AGS/11884/05-21,Violencia familiar,2021-05-30,"VIOLENCIA FAMILIAR, SU ESPOSO LA AGREDE VERBAL Y FISICAMENTE. PR1 (IDENTIFICADO).",NA,NA,NA,NA,AGS,NA,NA,NA,NA,2,0,1,0
11884,CI/AGS/11884/05-22,Violencia familiar,2022-05-19,VIOLENCIA FAMILIAR: SEÑALA QUE SUFRE DE VIOLENCIA FISICA Y VERBAL POR PARTE DE SU PAREJA. P.R. 1(IDENTIFICADO).,NA,NA,NA,NA,AGS,NA,NA,NA,NA,2,0,1,0
11887,CI/AGS/11887/05-21,Violación,2021-05-30,"VIOLACION, PR1 (IDENTIFICADO).",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,1,0,0
11893,CI/AGS/11893/05-22,Violencia familiar,2022-05-19,"VIOLENCIA FAMILIAR< REFIERE QUE LA PR EJERCIA VIOLENCIA VERBAL Y PSICOLOGICA EN SU CONTRA CUANDO HABITABAN EL MISMO DOMICILIO, PR1 (IDENTIFICADA).",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11894,CI/AGS/11894/05-21,Violencia familiar,2021-05-30,VIOLENCIA FAMILIAR/ SEÑALA LA DENUNCIANTE QUE SU ESPOSO LA VIOLENTA FISICA Y VERBALMENTE Y ADEMAS LA AMENAZO CON ARMA DE FUEGO/ PR1.(IDENTIFICADO),Juz. de Oralidad del I Partido Judicial en Ags.,0949/21,2021-06-01,NA,AGS,0949,2,NA,NA,2,0,1,0
11894,CI/AGS/11894/05-22,Violencia familiar,2022-05-19,"VIOLENCIA FAMILIAR< REFIERE QUE SU MENOR HIJO DE 4 AÑOS SUFRE DE VIOLENCIA FISICA Y VERBAL POR PARTE DE SU TIA, PR1 (IDENTIFICADA).",NA,NA,NA,NA,AGS,NA,NA,NA,NA,2,0,1,0
11901,CI/AGS/11901/05-22,Violencia familiar,2022-05-19,"VIOLENCIA FAMILIAR< REFIERE QUE SU PAREJA LA AGREDE FISICA Y VERBALMENTE, PR1 (IDENTIFICADO).",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11902,CI/AGS/11902/05-20,Violencia familiar,2020-05-28,"VIOLENCIA FAMILIAR. SEÑALA QUE DESDE QUE SE CASÓ SUFRE DE VIOLENCIA POR DE SU ESPOSO, DE QUIEN ESTA SEPARADA DESDE 2018 Y AUN LA SIGUE MOLESTANDO, PR1 IDENTIFICADO.",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11906,CI/AGS/11906/05-22,Violencia familiar,2022-05-19,"VIOLENCIA FAMILIAR< REFIERE QUE SU PADRE EJERCE VIOLENCIA FISICA Y VERBAL EN SU CONTRA, PR1 (IDENTIFICADO).",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11910,CI/AGS/11910/05-21,Violencia familiar,2021-05-30,"VIOLENCIA FAMILIAR/ OFENDIDA REFIERE QUE CONSTANTEMENTE HA SUFRIDO AGRESIONES FISICAS Y VERBALES POR PARTE DE SU CONCUBINO, EL CUAL SUELE ACTUAR DE MANERA VIOLENTA Y AGRESIVA EN CONTRA DE SU FAMILIA, SIENDO QUE EN ESTA OCASION GOLPEO A SU HIJO MENOR DE EDAD/ PR1.(IDENTIFICADO)",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11912,CI/AGS/11912/05-20,Violencia familiar,2020-05-28,VIOLENCIA FAMILIAR/ LA VICTIMA REFIERE QUE SU PAREJA LA HA VIOLENTADO FISICA Y PSICOLOGICAMENTE/ PR1 (IDENTIFICADO),NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11918,CI/AGS/11918/05-20,Violencia familiar,2020-05-28,VIOLENCIA FAMILIAR/ LA DENUNCIANTE REFIERE QUE SE SEPARO HACE UNA SEMANA DE SU PAREJA Y ÉSTE CONTINUA BUSCANDOLA PARA AMENAZARLA/ PR1 (IDENTIFICADO),NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11926,CI/AGS/11926/05-22,Violencia familiar,2022-05-19,"VIOLENCIA FAMILIAR- LA OFENDIDA REFIERE QUE SU EXPAREJA FUE A SU DOMICILIO, COMENZO A OCASIONAR DAÑOS EN LAS PUERTAS Y EN LAS VENTANAS, GRITANDO QUE VENIA POR SU HIJO, ADEMAS DE VIOLENTARLA DE FORMA VERBAL Y AMENAZARLA CON AGREDIRLA FISICAMENTE-PR1(IDENTIFICADO).",Juz. de Oralidad del I Partido Judicial en Ags.,0273/22,2022-05-26,NA,AGS,0273,7,NA,NA,2,0,1,0
11926,CI/AGS/11926/05-22,Violencia familiar,2022-05-19,"VIOLENCIA FAMILIAR- LA OFENDIDA REFIERE QUE SU EXPAREJA FUE A SU DOMICILIO, COMENZO A OCASIONAR DAÑOS EN LAS PUERTAS Y EN LAS VENTANAS, GRITANDO QUE VENIA POR SU HIJO, ADEMAS DE VIOLENTARLA DE FORMA VERBAL Y AMENAZARLA CON AGREDIRLA FISICAMENTE-PR1(IDENTIFICADO).",Juz. de Oralidad del I Partido Judicial en Ags.,1199/22,2022-06-21,NA,AGS,1199,33,NA,NA,2,0,1,0
11927,CI/AGS/11927/05-20,Violencia familiar,2020-05-28,"VIOLENCIA FAMILIAR, SU PAREJA LA AGREDE PSICOLOGICAMENTE Y VERBALMENTE, POR LO QUE TERMINO SU RELACION CON ÉL, PERO ÉL CONTINUA BUSCANDOLA Y AGREDIENDOLA. PR1 (IDENTIFICADO).",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11928,CI/AGS/11928/05-21,Violencia familiar,2021-05-30,VIOLENCIA FAMILIAR: LA DENUNCIANTE SEÑALA QUE SU ESPOSO LA AGREDIO FISICA Y VERBALMENTE A ELLA Y A SUS HIJOS. P.R. 1(IDENTIFICADO).,NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11929,CI/AGS/11929/05-20,Violencia familiar,2020-05-28,"VIOLENCIA FAMILIAR, SU EX PAREJA LA AMENAZA Y OFENDE CADA VEZ QUE LE HABLA A SU HIJA. PR1 (IDENTIFICADO).",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11930,CI/AGS/11930/05-20,Violencia familiar,2020-05-28,"VIOLENCIA FAMILIAR, REFIERE LA DENUNCIANTE QUE SU CONCUBINO LA AGREDE FISICA Y PSICOLOGICAMENTE. PR1 (IDENTIFICADO).",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11931,CI/AGS/11931/05-21,Violencia familiar,2021-05-30,"VIOLENCIA FAMILIAR: LA OFENDIDA REFIERE QUE SU ESPOSO LA GOLPEO A ELLA, SU MAMA Y SU MENOR HIJA. P.R. 1(IDENTIFICADO).",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11932,CI/AGS/11932/05-21,Violencia familiar,2021-05-30,VIOLENCIA FAMILIAR. LA  EXPAREJA DE LA DENUNCIANTE LA AGREDE FISICA Y VERBALMENTE.  P.R.1.  IDENTIFICADO.,NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11934,CI/AGS/11934/05-22,Violencia familiar,2022-05-20,"VIOLENCIA FAMILIAR+ MENOR DE 17 AÑOS REFIERE QUE EL IMPUTADO, CON QUIEN VIVIO EN PAREJA Y TIENE UN HIJO, LA GOLPEABA Y AHOR ACUDE A SU DOMICILIO Y LA VUELVE A GOLPEAR, PR1 DETENIDO.",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11955,CI/AGS/11955/05-20,Violencia familiar,2020-05-29,VIOLENCIA FAMILIAR: LA DENUNCIANTE REFIERE QUE SU PAREJA LA AGREDIO FISICA Y VERBALMENTE ADEMAS DE CORRERLA DE LA CASA. P.R. 1(IDENTIFICADO),NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11963,CI/AGS/11963/05-21,Violencia familiar,2021-05-31,"VIOLENCIA FAMILIAR- OFENDIDA ES CONSTANTEMENTE AGREDIDA VERBAL Y FISICAMENTE POR SU ESPOSO, QUIEN NO LA DEJA SALIR SIN PERMISO, TAMBIEN LA AMENAZA DE MUERTE Y A SU FAMILIA. SOLICITA MEDIDA DE PROTECCION. PR1 (IDENTIFICADO).",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11969,CI/AGS/11969/05-21,Violencia familiar,2021-05-31,VIOLENCIA FAMILIAR- OFENDIDA FUE AGREDIDA FISICAMENTE POR SU PAREJA. SOLICITA MEDIDA DE PROTECCION. PR1 (IDENTIFICADO).,NA,NA,NA,NA,AGS,NA,NA,NA,NA,2,0,1,0
11969,CI/AGS/11969/05-22,Violencia familiar,2022-05-20,"VIOLENCIA FAMILIAR/ OFENDIDA SEÑALA QUE SU PAREJA LA INSULTA DE MANERA CONSTANTE, LA GOLPEA Y AMENAZA CON QUITARLE LA CASA Y A SUS MENORES HIJOS. PR1 (IDENTIFICADO)",NA,NA,NA,NA,AGS,NA,NA,NA,NA,2,0,1,0
11971,CI/AGS/11971/05-22,Violencia familiar,2022-05-20,VIOLENCIA FAMILIAR/ DENUNCIANTE SEÑALA QUE ES VICTIMA DE CONSTANTES AGRESIONES FISICAS Y PSICOLOGICAS POR PARTE DE SU MADRE Y SUS HERMANOS. PR3,NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11977,CI/AGS/11977/05-20,Violencia familiar,2020-05-29,"VIOLENCIA FAMILIAR- DENUNCIA POR ESCRITO 27/05/2020
EL OF REFIERE QUE SUS  MENORES HIJOS SON VICTIMAS DE VIOLENCIA POR PARTE DE SU MADRE. PR1.",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11978,CI/AGS/11978/05-22,Violencia familiar,2022-05-20,VIOLENCIA FAMILIAR/ OFENDIDA SEÑALA QUE SU ESPOSO LA HA AGREDIDO FISICA Y VERBALMENTE EN REPETIDAS OCASIONES. PR1 (IDENTIFICADO),NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11986,CI/AGS/11986/05-21,Violencia familiar,2021-05-31,"VIOLENCIA FAMILIAR, SU EX ESPOSO LA MALTRATA Y AMENAZA. PR1 (IDENTIFICADO).",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11989,CI/AGS/11989/05-21,Violencia familiar,2021-05-31,"VIOLENCIA FAMILIAR, SU PAREJA LO OFENDE Y AGREDE. PR1 (IDENTIFICADO).",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11990,CI/AGS/11990/05-21,Violencia familiar,2021-05-31,"VIOLENCIA FAMILIAR, SU ESPOSO LA HA GOLPEADO TODO EL MATRIMONIO. PR1 (IDENTIFICADO).",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
11995,CI/AGS/11995/05-20,Violencia familiar,2020-05-29,VIOLENCIA FAMILIAR- OFENDIDA ES CONSTANTEMENTE AGREDIDA VERBAL Y FISICAMENTE POR SU ESPOSO QUIEN AMENAZA CON MATARLA. PR1 (IDENTIFICADO).,NA,NA,NA,NA,AGS,NA,NA,NA,NA,2,0,1,0
11995,CI/AGS/11995/05-22,Violencia familiar,2022-05-20,VIOLENCIA FAMILIAR: LA OFENDIDA REFIERE QUE SU PAREJA LA GOLPEÓ CAUSANDOLE LESIONES EN EL CUERPO. P.R. 1(IDENTIFICADO).,NA,NA,NA,NA,AGS,NA,NA,NA,NA,2,0,1,0
11997,CI/AGS/11997/05-21,Violación,2021-05-31,"VIOLACION, DENUNCIA POR ESCRITO 28/05/2021. LA OF REFIRE QUE SUFRIA VIOENCIA POR PARTE E SU PAREJA QUIEN ADEMAS DE MAL TRATARLA PSICOLOGIICA Y FISCIAMENTE LA OBLIGABA A TENER RELACIONES SEXUALES CON ÉL . PR1",NA,NA,NA,NA,AGS,NA,NA,NA,NA,2,1,1,1
11997,CI/AGS/11997/05-22,Violencia familiar,2022-05-20,VIOLENCIA FAMILIAR: LA DENUNCIANTE SEÑALA QUE SU PAREJA LA INSULTA Y AGREDE FISICAMENTE DE MANERA CONSTANTE ADEMAS DE QUE LE CAUSO DAÑOS A SU VEHICULO. P.R. 1(IDENTIFICADO).,NA,NA,NA,NA,AGS,NA,NA,NA,NA,2,1,1,1
12012,CI/AGS/12012/05-22,Violación,2022-05-20,VIOLACION< PR1 (IDENTIFICADO).,NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,1,0,0
12020,CI/AGS/12020/05-22,Violación,2022-05-21,VIOLACION< PR2.,NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,1,0,0
